City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:11:28
Taksimo,56.3444,114.8794,54.1,85,100,3.47,RU,overcast clouds,2022-08-11 20:11:30
Georgetown,5.4112,100.3354,82.89,84,20,2.3,MY,few clouds,2022-08-11 20:11:31
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Avarua,-21.2078,-159.775,75.25,83,20,12.66,CK,few clouds,2022-08-11 20:07:46
Georgetown,5.4112,100.3354,82.89,84,20,2.3,MY,few clouds,2022-08-11 20:11:31
Aklavik,68.2191,-135.0107,63.66,42,12,7.76,CA,few clouds,2022-08-11 20:11:36
Mezen,65.8522,44.24,57.87,96,81,11.14,RU,moderate rain,2022-08-11 20:11:38
Cidreira,-30.1811,-50.2056,61.41,78,2,6.93,BR,clear sky,2022-08-11 20:11:39
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Broome,42.2506,-75.833,85.69,43,20,9.22,US,few clouds,2022-08-11 20:11:43
Zabaykalsk,49.6333,117.3167,57.83,65,54,3.69,RU,broken clouds,2022-08-11 20:11:44
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Hofn,64.2539,-15.2082,51.78,83,63,15.52,IS,broken clouds,2022-08-11 20:11:49
Halifax,44.6453,-63.5724,72.7,81,94,8.99,CA,overcast clouds,2022-08-11 20:11:01
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Adre,13.4667,22.2,72.79,87,100,2.17,TD,light rain,2022-08-11 20:11:54
Chapais,49.7834,-74.8492,53.38,95,100,9.28,CA,overcast clouds,2022-08-11 20:11:56
Maxcanu,20.5833,-89.9833,89.85,48,90,6.2,MX,overcast clouds,2022-08-11 20:11:57
Newport,51.5877,-2.9984,83.12,42,1,8.48,GB,clear sky,2022-08-11 20:08:15
Tottori,35.5,134.2333,77.76,89,100,8.61,JP,overcast clouds,2022-08-11 20:11:19
Katsuura,35.1333,140.3,80.89,85,55,21.83,JP,broken clouds,2022-08-11 20:12:01
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Kapaa,22.0752,-159.319,82.47,72,20,16.11,US,few clouds,2022-08-11 20:07:08
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:11:28
Sao Filipe,14.8961,-24.4956,78.98,76,6,12.5,CV,clear sky,2022-08-11 20:12:07
Mehamn,71.0357,27.8492,51.75,82,75,31.07,NO,light rain,2022-08-11 20:12:08
Kaitangata,-46.2817,169.8464,31.35,90,10,6.2,NZ,clear sky,2022-08-11 20:12:09
Rancho Palos Verdes,33.7445,-118.387,99.99,71,20,18.41,US,few clouds,2022-08-11 20:11:09
Veraval,20.9,70.3667,80.49,90,100,22.7,IN,overcast clouds,2022-08-11 20:12:13
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:12:16
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Meulaboh,4.1363,96.1285,77.49,84,100,1.23,ID,light rain,2022-08-11 20:12:19
Raudeberg,61.9875,5.1352,57.87,92,100,9.53,NO,overcast clouds,2022-08-11 20:12:22
Chara,56.9064,118.2631,52.29,79,67,3.49,RU,broken clouds,2022-08-11 20:12:24
Arraial Do Cabo,-22.9661,-42.0278,66.06,94,100,23.02,BR,mist,2022-08-11 20:08:01
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:11:26
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Tuktoyaktuk,69.4541,-133.0374,50.58,77,100,13.22,CA,overcast clouds,2022-08-11 20:12:30
Birigui,-21.2886,-50.34,71.47,39,0,10.04,BR,clear sky,2022-08-11 20:12:31
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Upernavik,72.7868,-56.1549,41.95,79,100,9.08,GL,overcast clouds,2022-08-11 20:12:35
Tuatapere,-46.1333,167.6833,33.13,86,3,5.32,NZ,clear sky,2022-08-11 20:12:36
East Greenwich,41.6604,-71.4559,82.62,81,75,10.36,US,broken clouds,2022-08-11 20:07:51
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Diamantino,-14.4086,-56.4461,83.35,20,0,6.26,BR,clear sky,2022-08-11 20:11:30
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:12:41
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Laguna,38.421,-121.4238,92.17,40,0,4.61,US,clear sky,2022-08-11 20:12:44
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Smoky Lake,54.1169,-112.4686,81.25,46,97,2.75,CA,overcast clouds,2022-08-11 20:12:46
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Geraldton,-28.7667,114.6,48.61,81,0,12.66,AU,clear sky,2022-08-11 20:09:56
Maple Creek,49.9168,-109.4848,88.59,32,100,10.0,CA,overcast clouds,2022-08-11 20:12:50
Komsomolskiy,40.4272,71.7189,75.92,38,32,6.91,UZ,scattered clouds,2022-08-11 20:12:51
Kaitangata,-46.2817,169.8464,31.35,90,10,6.2,NZ,clear sky,2022-08-11 20:12:09
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:12:54
Pisco,-13.7,-76.2167,63.01,77,20,9.22,PE,few clouds,2022-08-11 20:12:55
Fontem,5.4685,9.8818,64.99,98,100,0.25,CM,light rain,2022-08-11 20:12:57
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Klaksvik,62.2266,-6.589,52.72,81,100,11.52,FO,overcast clouds,2022-08-11 20:13:00
Camacha,33.0833,-16.3333,71.02,68,20,9.22,PT,few clouds,2022-08-11 20:13:02
Tezu,27.9167,96.1667,79.38,82,79,3.04,IN,broken clouds,2022-08-11 20:13:04
Ponta Do Sol,32.6667,-17.1,74.01,72,70,3.87,PT,broken clouds,2022-08-11 20:13:05
Nome,64.5011,-165.4064,51.87,82,100,8.05,US,overcast clouds,2022-08-11 20:11:33
Alexandria,31.2156,29.9553,79.65,64,0,7.16,EG,clear sky,2022-08-11 20:08:39
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Vostok,46.4856,135.8833,54.19,98,92,4.14,RU,overcast clouds,2022-08-11 20:13:11
Fairbanks,64.8378,-147.7164,65.08,55,0,4.61,US,clear sky,2022-08-11 20:13:13
San Quintin,30.4833,-115.95,77.38,68,100,10.27,MX,overcast clouds,2022-08-11 20:13:14
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Nantucket,41.2835,-70.0995,71.74,94,75,9.22,US,broken clouds,2022-08-11 20:13:18
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Coquimbo,-29.9533,-71.3436,55.13,87,100,9.22,CL,overcast clouds,2022-08-11 20:13:21
Kodiak,57.79,-152.4072,54.91,94,100,6.91,US,overcast clouds,2022-08-11 20:13:22
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:11:28
Pevek,69.7008,170.3133,36.66,92,88,6.17,RU,overcast clouds,2022-08-11 20:13:25
Caravelas,-17.7125,-39.2481,74.48,71,100,10.76,BR,overcast clouds,2022-08-11 20:13:26
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:13:28
Palafrugell,41.9174,3.1631,83.71,68,62,3.0,ES,broken clouds,2022-08-11 20:10:23
Temir,49.1414,57.13,79.12,34,25,7.16,KZ,scattered clouds,2022-08-11 20:13:30
Dergachi,51.2328,48.7659,73.4,69,100,9.4,RU,overcast clouds,2022-08-11 20:13:31
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:13:34
Kavieng,-2.5744,150.7967,81.12,78,96,12.15,PG,overcast clouds,2022-08-11 20:13:35
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:13:36
Salalah,17.0151,54.0924,77.58,87,99,10.38,OM,overcast clouds,2022-08-11 20:08:59
Cidreira,-30.1811,-50.2056,61.41,78,2,6.93,BR,clear sky,2022-08-11 20:11:39
Lubyany,56.0378,51.4,57.54,75,0,2.21,RU,clear sky,2022-08-11 20:13:40
Norman Wells,65.282,-126.8329,69.28,30,99,2.84,CA,overcast clouds,2022-08-11 20:13:42
Dalbandin,28.8947,64.4101,91.13,14,2,10.51,PK,clear sky,2022-08-11 20:13:43
Atagay,55.1033,99.3875,52.9,93,58,3.76,RU,broken clouds,2022-08-11 20:13:45
Heinola,61.2056,26.0381,64.99,79,50,4.29,FI,scattered clouds,2022-08-11 20:13:46
Zapolyarnyy,69.4154,30.8136,56.48,76,58,25.46,RU,broken clouds,2022-08-11 20:13:47
San Borja,-14.8167,-66.85,80.78,45,0,3.56,BO,clear sky,2022-08-11 20:13:49
North Aurora,41.8061,-88.3273,81.39,45,0,12.66,US,clear sky,2022-08-11 20:12:05
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Isangel,-19.55,169.2667,69.96,61,6,14.25,VU,clear sky,2022-08-11 20:13:54
Kangaatsiaq,68.3065,-53.4641,37.87,88,39,5.3,GL,scattered clouds,2022-08-11 20:13:56
Leningradskaya,46.3214,39.3877,78.24,55,100,9.89,RU,overcast clouds,2022-08-11 20:13:57
Candido Mendes,-1.4467,-45.7167,81.93,72,78,7.67,BR,broken clouds,2022-08-11 20:13:59
Bubaque,11.2833,-15.8333,80.6,82,100,15.77,GW,light rain,2022-08-11 20:14:01
Saldanha,-33.0117,17.9442,56.26,87,100,9.91,ZA,overcast clouds,2022-08-11 20:14:02
Saint George,37.1041,-113.5841,94.42,35,0,4.0,US,clear sky,2022-08-11 20:12:04
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Cidreira,-30.1811,-50.2056,61.41,78,2,6.93,BR,clear sky,2022-08-11 20:11:39
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:13:36
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:12:41
Wuan,31.6836,112.0044,85.03,64,99,7.99,CN,overcast clouds,2022-08-11 20:14:11
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:11:24
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Airai,-8.9266,125.4092,56.88,93,61,3.13,TL,broken clouds,2022-08-11 20:14:14
Poum,-20.2333,164.0167,67.93,63,0,8.1,NC,clear sky,2022-08-11 20:14:16
Kamogata,34.5333,133.5833,84.81,73,100,1.07,JP,overcast clouds,2022-08-11 20:14:17
Iqaluit,63.7506,-68.5145,45.63,65,67,4.59,CA,broken clouds,2022-08-11 20:14:19
Zheleznodorozhnyy,55.7503,38.0042,68.22,61,6,4.12,RU,clear sky,2022-08-11 20:14:20
Razdolnoye,43.55,131.9167,63.01,93,8,1.01,RU,clear sky,2022-08-11 20:14:21
Dutlwe,-23.9833,23.9,64.8,20,0,7.02,BW,clear sky,2022-08-11 20:14:23
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:14:26
Karratha,-20.7377,116.8463,63.01,24,2,15.52,AU,clear sky,2022-08-11 20:14:27
Mount Gambier,-37.8333,140.7667,46.31,93,100,5.75,AU,light intensity shower rain,2022-08-11 20:14:28
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 20:14:30
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Ipu,-4.3222,-40.7108,91.58,27,60,3.29,BR,broken clouds,2022-08-11 20:14:34
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Gajraula,28.85,78.2333,79.84,67,3,7.07,IN,clear sky,2022-08-11 20:14:36
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 20:14:38
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:14:39
Labuhan,-6.8844,112.2051,77.31,88,100,6.17,ID,overcast clouds,2022-08-11 20:14:40
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Muros,42.7762,-9.0603,69.1,88,46,1.81,ES,scattered clouds,2022-08-11 20:14:44
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Mon,26.75,95.1,73.29,98,96,2.75,IN,overcast clouds,2022-08-11 20:14:46
Manjacaze,-24.7117,33.8828,66.29,66,3,7.87,MZ,clear sky,2022-08-11 20:14:48
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:14:49
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:14:39
Zhezkazgan,47.8043,67.7144,66.18,55,40,8.95,KZ,scattered clouds,2022-08-11 20:14:52
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Hobart,-42.8794,147.3294,43.05,91,86,5.75,AU,overcast clouds,2022-08-11 20:11:09
Kuhdasht,33.535,47.6061,86.13,16,0,6.06,IR,clear sky,2022-08-11 20:14:56
San Patricio,28.017,-97.5169,98.17,46,100,4.52,US,overcast clouds,2022-08-11 20:14:58
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:13:34
Abu Samrah,35.3029,37.1841,75.65,69,0,12.26,SY,clear sky,2022-08-11 20:15:00
Asau,46.4333,26.4,61.72,71,56,5.06,RO,broken clouds,2022-08-11 20:15:02
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Butembo,0.15,29.2833,56.93,93,37,2.62,CD,scattered clouds,2022-08-11 20:15:04
Maldonado,-34.6667,-54.9167,62.22,66,0,7.63,UY,clear sky,2022-08-11 20:15:06
Vuktyl,63.8567,57.3094,50.77,90,5,6.33,RU,clear sky,2022-08-11 20:15:07
Davila,18.4726,120.5763,80.08,76,96,1.68,PH,moderate rain,2022-08-11 20:15:09
Daru,-9.0763,143.2092,76.08,83,100,14.74,PG,overcast clouds,2022-08-11 20:15:10
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Souillac,-20.5167,57.5167,68.38,64,20,16.11,MU,few clouds,2022-08-11 20:15:13
Upernavik,72.7868,-56.1549,41.95,79,100,9.08,GL,overcast clouds,2022-08-11 20:12:35
Victoria,22.2855,114.1577,81.32,93,99,5.01,HK,overcast clouds,2022-08-11 20:15:14
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Saint George,37.1041,-113.5841,94.42,35,0,4.0,US,clear sky,2022-08-11 20:12:04
Carutapera,-1.195,-46.02,81.86,73,88,9.86,BR,overcast clouds,2022-08-11 20:15:20
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:15:21
Yining,29.0361,114.5636,78.67,74,100,2.01,CN,overcast clouds,2022-08-11 20:15:23
Bengkulu,-3.8004,102.2655,76.33,91,46,3.49,ID,scattered clouds,2022-08-11 20:15:24
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:14:49
Tecolutilla,18.2833,-93.3167,85.5,65,100,6.26,MX,overcast clouds,2022-08-11 20:15:28
Victoria,22.2855,114.1577,81.32,93,99,5.01,HK,overcast clouds,2022-08-11 20:15:14
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Luderitz,-26.6481,15.1594,56.71,85,58,8.99,NA,broken clouds,2022-08-11 20:15:31
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Port Elizabeth,-33.918,25.5701,57.09,100,100,3.44,ZA,mist,2022-08-11 20:15:34
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Hambantota,6.1241,81.1185,79.0,84,100,17.45,LK,overcast clouds,2022-08-11 20:15:36
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:11:04
Marica,-22.9194,-42.8186,67.91,77,19,20.0,BR,few clouds,2022-08-11 20:15:41
Klaksvik,62.2266,-6.589,52.72,81,100,11.52,FO,overcast clouds,2022-08-11 20:13:00
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Severo-Kurilsk,50.6789,156.125,55.99,96,95,13.2,RU,overcast clouds,2022-08-11 20:15:44
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Dedougou,12.4667,-3.4667,77.32,85,86,7.07,BF,overcast clouds,2022-08-11 20:15:48
Fortuna,40.5982,-124.1573,69.93,79,75,9.22,US,broken clouds,2022-08-11 20:15:50
Egvekinot,66.3167,-179.1667,47.5,93,100,5.08,RU,overcast clouds,2022-08-11 20:15:51
Avarua,-21.2078,-159.775,75.25,83,20,12.66,CK,few clouds,2022-08-11 20:07:46
Saskylakh,71.9167,114.0833,42.87,71,100,6.8,RU,overcast clouds,2022-08-11 20:15:53
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Bunia,1.5667,30.25,62.71,84,99,1.61,CD,overcast clouds,2022-08-11 20:15:58
Ponta Do Sol,32.6667,-17.1,74.01,72,70,3.87,PT,broken clouds,2022-08-11 20:13:05
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:15:21
Norman Wells,65.282,-126.8329,69.28,30,99,2.84,CA,overcast clouds,2022-08-11 20:13:42
Katsuura,35.1333,140.3,80.89,85,55,21.83,JP,broken clouds,2022-08-11 20:12:01
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:16:05
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Upernavik,72.7868,-56.1549,41.95,79,100,9.08,GL,overcast clouds,2022-08-11 20:12:35
Bethel,41.3712,-73.414,90.63,45,0,8.05,US,clear sky,2022-08-11 20:16:10
Raga,8.4596,25.678,71.2,94,100,4.23,SS,overcast clouds,2022-08-11 20:16:11
Torbay,47.6666,-52.7314,60.76,87,100,8.05,CA,light intensity drizzle,2022-08-11 20:16:13
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:13:36
Bocas Del Toro,9.3333,-82.25,81.07,82,100,6.78,PA,overcast clouds,2022-08-11 20:16:15
Kapaa,22.0752,-159.319,82.47,72,20,16.11,US,few clouds,2022-08-11 20:07:08
Asau,46.4333,26.4,61.72,71,56,5.06,RO,broken clouds,2022-08-11 20:15:02
Mahebourg,-20.4081,57.7,68.29,64,20,16.11,MU,few clouds,2022-08-11 20:16:19
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Padang,-0.9492,100.3543,78.93,88,85,1.99,ID,overcast clouds,2022-08-11 20:16:22
Quelimane,-17.8786,36.8883,68.16,84,0,4.7,MZ,clear sky,2022-08-11 20:16:24
Dudinka,69.4058,86.1778,45.63,81,100,6.04,RU,overcast clouds,2022-08-11 20:16:25
Chicama,-7.8447,-79.1469,63.14,59,13,9.44,PE,few clouds,2022-08-11 20:16:27
Kloulklubed,7.0419,134.2556,75.7,72,100,3.15,PW,light rain,2022-08-11 20:16:28
Khasan,42.4308,130.6434,65.75,84,30,5.32,RU,scattered clouds,2022-08-11 20:16:29
Rzhev,56.2624,34.3282,57.7,70,2,2.15,RU,clear sky,2022-08-11 20:16:31
Maridi,4.9158,29.4742,65.55,96,100,2.89,SS,overcast clouds,2022-08-11 20:16:32
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 20:14:30
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Thompson,55.7435,-97.8558,78.96,47,40,12.66,CA,scattered clouds,2022-08-11 20:15:14
Bengkulu,-3.8004,102.2655,76.33,91,46,3.49,ID,scattered clouds,2022-08-11 20:15:24
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 20:14:38
Provideniya,64.3833,-173.3,48.31,100,100,4.47,RU,fog,2022-08-11 20:16:40
Arraial Do Cabo,-22.9661,-42.0278,66.06,94,100,23.02,BR,mist,2022-08-11 20:08:01
Anadyr,64.75,177.4833,57.7,82,75,6.71,RU,broken clouds,2022-08-11 20:16:43
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Kaitangata,-46.2817,169.8464,31.35,90,10,6.2,NZ,clear sky,2022-08-11 20:12:09
Arraial Do Cabo,-22.9661,-42.0278,66.06,94,100,23.02,BR,mist,2022-08-11 20:08:01
Dikson,73.5069,80.5464,44.49,94,99,20.38,RU,overcast clouds,2022-08-11 20:16:48
Lompoc,34.6391,-120.4579,80.74,73,0,13.8,US,mist,2022-08-11 20:16:50
Carballo,43.213,-8.691,68.43,84,27,0.63,ES,scattered clouds,2022-08-11 20:16:51
Balsas,-7.5325,-46.0356,98.19,16,0,2.57,BR,clear sky,2022-08-11 20:15:33
Verkhnevilyuysk,63.4453,120.3167,59.23,89,100,3.47,RU,light rain,2022-08-11 20:16:54
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:12:16
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:12:41
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Monchegorsk,67.9397,32.8739,53.96,67,16,12.88,RU,few clouds,2022-08-11 20:16:58
Kaitangata,-46.2817,169.8464,31.35,90,10,6.2,NZ,clear sky,2022-08-11 20:12:09
Sao Filipe,14.8961,-24.4956,78.98,76,6,12.5,CV,clear sky,2022-08-11 20:12:07
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Cabo San Lucas,22.8909,-109.9124,95.61,63,20,5.75,MX,few clouds,2022-08-11 20:14:18
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Lerwick,60.1545,-1.1494,55.4,97,100,6.96,GB,light rain,2022-08-11 20:15:01
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:12:16
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:11:28
Banda Aceh,5.5577,95.3222,78.93,82,100,12.88,ID,light rain,2022-08-11 20:17:13
Tsaratanana,-16.7833,47.65,65.7,66,32,17.29,MG,scattered clouds,2022-08-11 20:17:14
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:12:54
Provideniya,64.3833,-173.3,48.31,100,100,4.47,RU,fog,2022-08-11 20:16:40
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Hobart,-42.8794,147.3294,43.05,91,86,5.75,AU,overcast clouds,2022-08-11 20:11:09
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:13:34
Lavrentiya,65.5833,-171.0,43.74,89,72,5.95,RU,broken clouds,2022-08-11 20:17:22
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Castro,-24.7911,-50.0119,56.46,59,0,5.84,BR,clear sky,2022-08-11 20:17:25
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Sitka,57.0531,-135.33,62.49,77,75,4.61,US,broken clouds,2022-08-11 20:17:27
Pathein,16.7833,94.7333,76.6,93,100,5.73,MM,overcast clouds,2022-08-11 20:17:29
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Chuguyevka,44.1653,133.8633,58.48,97,12,3.47,RU,few clouds,2022-08-11 20:17:32
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Ossora,59.2353,163.0719,56.88,86,16,3.71,RU,few clouds,2022-08-11 20:17:35
Salalah,17.0151,54.0924,77.58,87,99,10.38,OM,overcast clouds,2022-08-11 20:08:59
Poum,-20.2333,164.0167,67.93,63,0,8.1,NC,clear sky,2022-08-11 20:14:16
Tilichiki,60.4667,166.1,52.97,91,100,4.32,RU,overcast clouds,2022-08-11 20:17:38
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:13:34
